filename,Openness,Vitality,Warmth,Structural_Stability
집_9_남_03068.json,74.15297331883349,90.12,44.66552734375,69.47
집_9_남_00553.json,60.92644543277454,70.18,40.619732331729836,88.91
집_9_남_02634.json,54.50575014211378,69.34,40.75412381902083,89.27
집_9_남_01222.json,57.288137542406986,72.28,49.15625,75.49
집_9_남_00934.json,86.73645964344892,75.21,67.24609375,63.25
집_9_남_00677.json,69.88219609744273,76.65,25.428277633014183,74.95
집_9_남_04837.json,71.17395989128511,65.15,40.1953125,82.7
집_9_남_06284.json,83.47880337940934,61.68,65.002197265625,85.38
집_9_남_00606.json,66.02722045756101,73.19,23.131887227547267,79.81
집_9_남_01856.json,74.13304275387209,67.38,48.793701171875,85.07
집_9_남_04995.json,84.08480342057578,74.13,41.48193359375,70.09
집_9_남_06454.json,67.35028248587571,61.41,59.920769157978704,93.0
집_9_남_03661.json,64.11288509376195,78.28,32.40994518468355,97.2
집_9_남_06592.json,50.0,60.32,29.209717583186652,86.21
집_9_남_10956.json,54.240503757871224,75.23,62.52734375,85.61
집_9_남_13206.json,61.70922539980205,73.84,61.93994140625,68.89
집_9_남_11683.json,62.57326892109501,73.04,63.972580766908216,86.8
집_9_남_09602.json,50.80078117664733,81.46,40.566650390625,68.91
집_9_여_00933.json,68.51978964712615,62.5,21.181469864948237,86.04
집_9_남_11561.json,61.55663660011486,60.7,32.490506500123516,91.51
집_9_남_10346.json,55.625746656395265,64.4,18.185363193148895,77.68
집_9_남_12711.json,52.286439683199134,64.73,34.31350475988003,80.01
집_9_남_09584.json,51.582767939247226,57.81,19.30292284726852,86.44
집_9_여_00550.json,74.18089488382375,78.25,46.81180589780469,84.64
집_9_남_13548.json,70.2424071180844,59.75,35.65441555706296,82.71
집_9_여_00707.json,74.22612270714737,64.22,46.59375,84.86
집_9_남_11571.json,70.0,79.04,20.428008969486378,90.23
집_9_남_09641.json,86.04742090268405,76.89,24.79651642188906,87.26
집_9_남_08454.json,53.22268587775241,71.51,30.015896628310518,88.37
집_9_남_09119.json,50.935564106720136,66.05,61.704833984375,86.94
집_9_남_10169.json,75.674836900189,67.37,43.0859375,89.31
집_9_남_08683.json,80.0,67.09,24.70981682794083,82.18
집_9_남_09953.json,43.63369671394521,66.32,39.65874460721376,91.89
집_9_남_09054.json,73.19791399504146,78.63,64.71399440858474,90.21
집_9_남_08426.json,82.30381345420923,73.08,48.8134765625,73.98
